20221016-014916:8,20.5
20221016-014917:8,16.2
20221016-014918:8,15.6
20221016-014919:8,6.7
20221016-014920:8,17.0
20221016-014921:8,7.4
20221016-014922:8,18.1
20221016-014923:8,4.6
