20221016-015301:8,5.5
20221016-015302:8,12.0
20221016-015303:8,8.4
20221016-015304:8,6.2
20221016-015305:8,6.9
20221016-015306:8,5.7
20221016-015307:8,5.9
20221016-015308:8,9.2
20221016-015309:8,15.0
20221016-015310:8,7.1
