20221016-015008:8,7.2
20221016-015009:8,6.1
20221016-015010:8,11.5
20221016-015011:8,11.5
20221016-015012:8,13.4
20221016-015013:8,7.9
20221016-015014:8,3.8
20221016-015015:8,3.1
20221016-015016:8,1.3
20221016-015017:8,5.8
20221016-015018:8,5.6
20221016-015019:8,1.9
